# time,command,argument,event_id,value,units,efficiency
1786872405,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786872420,a,0,advanced_load_up_1,100,2,1
1786873215,o,,auto_outside_comm_heartbeat_01,,,
1786874025,o,,auto_outside_comm_heartbeat_02,,,
1786874835,o,,auto_outside_comm_heartbeat_03,,,
1786875645,o,,auto_outside_comm_heartbeat_04,,,
1786876455,o,,auto_outside_comm_heartbeat_05,,,
1786877265,o,,auto_outside_comm_heartbeat_06,,,
1786878075,o,,auto_outside_comm_heartbeat_07,,,
1786878885,o,,auto_outside_comm_heartbeat_08,,,
1786879695,o,,auto_outside_comm_heartbeat_09,,,
1786880505,o,,auto_outside_comm_heartbeat_10,,,
1786881315,o,,auto_outside_comm_heartbeat_11,,,
1786881405,o,,auto_outside_comm_for_shed_1,,,
1786881420,s,0,shed_1,,,
1786882125,o,,auto_outside_comm_heartbeat_12,,,
1786882935,o,,auto_outside_comm_heartbeat_13,,,
1786883745,o,,auto_outside_comm_heartbeat_14,,,
1786884555,o,,auto_outside_comm_heartbeat_15,,,
1786885365,o,,auto_outside_comm_heartbeat_16,,,
1786886175,o,,auto_outside_comm_heartbeat_17,,,
1786886985,o,,auto_outside_comm_heartbeat_18,,,
1786887795,o,,auto_outside_comm_heartbeat_19,,,
1786888605,o,,auto_outside_comm_heartbeat_20,,,
1786889415,o,,auto_outside_comm_heartbeat_21,,,
1786890225,o,,auto_outside_comm_heartbeat_22,,,
1786891035,o,,auto_outside_comm_heartbeat_23,,,
1786891845,o,,auto_outside_comm_heartbeat_24,,,
1786892655,o,,auto_outside_comm_heartbeat_25,,,
1786892805,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786892820,a,0,advanced_load_up_2,100,2,9
1786893465,o,,auto_outside_comm_heartbeat_26,,,
1786894275,o,,auto_outside_comm_heartbeat_27,,,
1786895085,o,,auto_outside_comm_heartbeat_28,,,
1786895895,o,,auto_outside_comm_heartbeat_29,,,
1786896405,o,,auto_outside_comm_for_run_normal_1,,,
1786896420,e,0,run_normal_1,,,
1786896705,o,,auto_outside_comm_heartbeat_30,,,
1786897515,o,,auto_outside_comm_heartbeat_31,,,
