# time,command,argument,event_id,value,units,efficiency
1786665867,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786665882,a,150,advanced_load_up_1,100,2,
1786666677,o,,auto_outside_comm_heartbeat_01,,,
1786667487,o,,auto_outside_comm_heartbeat_02,,,
1786668297,o,,auto_outside_comm_heartbeat_03,,,
1786669107,o,,auto_outside_comm_heartbeat_04,,,
1786669917,o,,auto_outside_comm_heartbeat_05,,,
1786670727,o,,auto_outside_comm_heartbeat_06,,,
1786671537,o,,auto_outside_comm_heartbeat_07,,,
1786672347,o,,auto_outside_comm_heartbeat_08,,,
1786673157,o,,auto_outside_comm_heartbeat_09,,,
1786673967,o,,auto_outside_comm_heartbeat_10,,,
1786674777,o,,auto_outside_comm_heartbeat_11,,,
1786674867,o,,auto_outside_comm_for_shed_1,,,
1786674882,s,0,shed_1,,,
1786675587,o,,auto_outside_comm_heartbeat_12,,,
1786676397,o,,auto_outside_comm_heartbeat_13,,,
1786677207,o,,auto_outside_comm_heartbeat_14,,,
1786678017,o,,auto_outside_comm_heartbeat_15,,,
1786678827,o,,auto_outside_comm_heartbeat_16,,,
1786679637,o,,auto_outside_comm_heartbeat_17,,,
1786680447,o,,auto_outside_comm_heartbeat_18,,,
1786681257,o,,auto_outside_comm_heartbeat_19,,,
1786682067,o,,auto_outside_comm_heartbeat_20,,,
1786682877,o,,auto_outside_comm_heartbeat_21,,,
1786683687,o,,auto_outside_comm_heartbeat_22,,,
1786684497,o,,auto_outside_comm_heartbeat_23,,,
1786685307,o,,auto_outside_comm_heartbeat_24,,,
1786686117,o,,auto_outside_comm_heartbeat_25,,,
1786686267,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786686282,a,60,advanced_load_up_2,100,2,9
1786686927,o,,auto_outside_comm_heartbeat_26,,,
1786687737,o,,auto_outside_comm_heartbeat_27,,,
1786688547,o,,auto_outside_comm_heartbeat_28,,,
1786689357,o,,auto_outside_comm_heartbeat_29,,,
1786689867,o,,auto_outside_comm_for_run_normal_1,,,
1786689882,e,0,run_normal_1,,,
1786690167,o,,auto_outside_comm_heartbeat_30,,,
1786690977,o,,auto_outside_comm_heartbeat_31,,,
