timestamp_pacific,event_id,event,direction,command,result,argument,source,opcode1,opcode2,nak_code,nak_reason,operational_state,operational_state_name,intermediate_response_code,intermediate_response_name,details
2026-08-27T11:41:27.376-07:00,,controller_started,internal,controller,started,,controller,,,,,,,,,
2026-08-27T11:41:27.382-07:00,,serial_open,internal,serial_port,ok,/dev/ttyUSB0,controller,,,,,,,,,
2026-08-27T11:41:27.383-07:00,,communication_started,internal,cta2045,started,,controller,,,,,,,,,
2026-08-27T11:41:27.383-07:00,,query_sent,outbound,device_information,pending,,startup,1,1,,,,,,,
2026-08-27T11:41:27.529-07:00,,link_ack,inbound,device_information,ack,,link_layer,,,,,,,,,
2026-08-27T11:41:27.657-07:00,,intermediate_response,inbound,device_information,success,,device_response,1,129,,,,,0,success,
2026-08-27T11:41:27.698-07:00,,query_completed,outbound,device_information,ok,,startup,1,1,,,,,0,success,
2026-08-27T11:41:27.699-07:00,,query_sent,outbound,get_commodity,pending,,periodic,6,0,,,,,,,
2026-08-27T11:41:27.844-07:00,,link_ack,inbound,get_commodity,ack,,link_layer,6,,,,,,,,
2026-08-27T11:41:27.968-07:00,,intermediate_response,inbound,get_commodity,success,,device_response,6,128,,,,,0,success,
2026-08-27T11:41:28.009-07:00,,query_completed,outbound,get_commodity,ok,,periodic,6,0,,,,,0,success,
2026-08-27T11:41:28.009-07:00,,query_sent,outbound,query_operational_state,pending,,periodic,18,0,,,,,,,
2026-08-27T11:41:28.153-07:00,,link_ack,inbound,query_operational_state,ack,,link_layer,18,,,,,,,,
2026-08-27T11:41:28.256-07:00,,operational_state,inbound,query_operational_state,received,,device_response,19,0,,,0,Idle Normal,,,
2026-08-27T11:41:28.296-07:00,,query_completed,outbound,query_operational_state,ok,,periodic,18,0,,,,,,,
2026-08-27T11:41:29.297-07:00,auto_outside_comm_for_load_up_1,command_sent,outbound,outside_communication1,pending,0,schedule,14,0,,,,,,,
2026-08-27T11:41:29.341-07:00,,link_ack,inbound,outside_communication,ack,,link_layer,14,,,,,,,,
2026-08-27T11:41:29.444-07:00,,application_ack,inbound,outside_communication,ack,,application_layer,3,14,,,,,,,
2026-08-27T11:41:29.484-07:00,auto_outside_comm_for_load_up_1,command_completed,outbound,outside_communication1,ok,0,schedule,14,0,,,,,,,
2026-08-27T11:41:43.492-07:00,load_up_1,command_sent,outbound,load_up,pending,0,schedule,23,0,,,,,,,
2026-08-27T11:41:43.556-07:00,,link_ack,inbound,load_up,ack,,link_layer,23,,,,,,,,
2026-08-27T11:41:43.659-07:00,,application_ack,inbound,load_up,ack,,application_layer,3,23,,,,,,,
2026-08-27T11:41:43.700-07:00,load_up_1,command_completed,outbound,load_up,ok,0,schedule,23,0,,,,,,,
2026-08-27T11:41:57.709-07:00,,query_sent,outbound,query_operational_state,pending,,periodic,18,0,,,,,,,
2026-08-27T11:41:57.772-07:00,,link_ack,inbound,query_operational_state,ack,,link_layer,18,,,,,,,,
2026-08-27T11:41:57.875-07:00,,operational_state,inbound,query_operational_state,received,,device_response,19,4,,,4,Idle Curtailed,,,
2026-08-27T11:41:57.916-07:00,,query_completed,outbound,query_operational_state,ok,,periodic,18,0,,,,,,,
2026-08-27T11:42:27.932-07:00,,query_sent,outbound,get_commodity,pending,,periodic,6,0,,,,,,,
2026-08-27T11:42:28.019-07:00,,link_ack,inbound,get_commodity,ack,,link_layer,6,,,,,,,,
2026-08-27T11:42:28.144-07:00,,intermediate_response,inbound,get_commodity,success,,device_response,6,128,,,,,0,success,
2026-08-27T11:42:28.186-07:00,,query_completed,outbound,get_commodity,ok,,periodic,6,0,,,,,0,success,
2026-08-27T11:42:28.186-07:00,,query_sent,outbound,query_operational_state,pending,,periodic,18,0,,,,,,,
2026-08-27T11:42:28.328-07:00,,link_ack,inbound,query_operational_state,ack,,link_layer,18,,,,,,,,
2026-08-27T11:42:28.431-07:00,,operational_state,inbound,query_operational_state,received,,device_response,19,4,,,4,Idle Curtailed,,,
2026-08-27T11:42:28.472-07:00,,query_completed,outbound,query_operational_state,ok,,periodic,18,0,,,,,,,
2026-08-27T11:42:58.489-07:00,,query_sent,outbound,query_operational_state,pending,,periodic,18,0,,,,,,,
2026-08-27T11:42:58.574-07:00,,link_ack,inbound,query_operational_state,ack,,link_layer,18,,,,,,,,
2026-08-27T11:42:58.676-07:00,,operational_state,inbound,query_operational_state,received,,device_response,19,4,,,4,Idle Curtailed,,,
2026-08-27T11:42:58.717-07:00,,query_completed,outbound,query_operational_state,ok,,periodic,18,0,,,,,,,
