# time,command,argument,event_id,value,units,efficiency
1786872637,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786872652,a,0,advanced_load_up_1,100,2,1
1786873447,o,,auto_outside_comm_heartbeat_01,,,
1786874257,o,,auto_outside_comm_heartbeat_02,,,
1786875067,o,,auto_outside_comm_heartbeat_03,,,
1786875877,o,,auto_outside_comm_heartbeat_04,,,
1786876687,o,,auto_outside_comm_heartbeat_05,,,
1786877497,o,,auto_outside_comm_heartbeat_06,,,
1786878307,o,,auto_outside_comm_heartbeat_07,,,
1786879117,o,,auto_outside_comm_heartbeat_08,,,
1786879927,o,,auto_outside_comm_heartbeat_09,,,
1786880737,o,,auto_outside_comm_heartbeat_10,,,
1786881547,o,,auto_outside_comm_heartbeat_11,,,
1786881637,o,,auto_outside_comm_for_shed_1,,,
1786881652,s,0,shed_1,,,
1786882357,o,,auto_outside_comm_heartbeat_12,,,
1786883167,o,,auto_outside_comm_heartbeat_13,,,
1786883977,o,,auto_outside_comm_heartbeat_14,,,
1786884787,o,,auto_outside_comm_heartbeat_15,,,
1786885597,o,,auto_outside_comm_heartbeat_16,,,
1786886407,o,,auto_outside_comm_heartbeat_17,,,
1786887217,o,,auto_outside_comm_heartbeat_18,,,
1786888027,o,,auto_outside_comm_heartbeat_19,,,
1786888837,o,,auto_outside_comm_heartbeat_20,,,
1786889647,o,,auto_outside_comm_heartbeat_21,,,
1786890457,o,,auto_outside_comm_heartbeat_22,,,
1786891267,o,,auto_outside_comm_heartbeat_23,,,
1786892077,o,,auto_outside_comm_heartbeat_24,,,
1786892887,o,,auto_outside_comm_heartbeat_25,,,
1786893037,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786893052,a,0,advanced_load_up_2,100,2,9
1786893697,o,,auto_outside_comm_heartbeat_26,,,
1786894507,o,,auto_outside_comm_heartbeat_27,,,
1786895317,o,,auto_outside_comm_heartbeat_28,,,
1786896127,o,,auto_outside_comm_heartbeat_29,,,
1786896637,o,,auto_outside_comm_for_run_normal_1,,,
1786896652,e,0,run_normal_1,,,
1786896937,o,,auto_outside_comm_heartbeat_30,,,
1786897747,o,,auto_outside_comm_heartbeat_31,,,
