timestamp_pacific,response_code,response_name,electricity_commodity_code,cumulative_electricity_Wh,instantaneous_electricity_W,total_storage_commodity_code,total_energy_storage_Wh,present_storage_commodity_code,present_energy_storage_Wh,advanced_total_storage_commodity_code,advanced_total_energy_storage_Wh,advanced_present_storage_commodity_code,advanced_present_energy_storage_Wh,operational_state
2026-08-05 12:39:56,0,success,0,4050,0,6,4026,7,300,,,,,0
2026-08-05 12:40:56,0,success,0,4050,0,6,4026,7,300,,,,,4
2026-08-05 12:41:57,0,success,0,4050,0,6,4026,7,375,,,,,4
2026-08-05 12:42:56,0,success,0,4050,0,6,4026,7,375,,,,,3
2026-08-05 12:43:56,0,success,0,4063,800,6,4026,7,375,,,,,3
2026-08-05 12:44:57,0,success,0,4076,800,6,4026,7,450,,,,,3
2026-08-05 12:45:56,0,success,0,4089,800,6,4026,7,450,,,,,3
2026-08-05 12:46:57,0,success,0,4102,800,6,4026,7,375,,,,,3
2026-08-05 12:47:56,0,success,0,4115,800,6,4026,7,375,,,,,3
2026-08-05 12:48:56,0,success,0,4128,800,6,4026,7,225,,,,,3
2026-08-05 12:49:57,0,success,0,4141,800,6,4026,7,75,,,,,3
2026-08-05 12:50:56,0,success,0,4154,800,6,4026,7,75,,,,,3
2026-08-05 12:51:56,0,success,0,4167,800,6,4026,7,75,,,,,3
2026-08-05 12:52:57,0,success,0,4180,800,6,4026,7,0,,,,,3
2026-08-05 12:53:56,0,success,0,4193,800,6,4026,7,0,,,,,3
2026-08-05 12:54:56,0,success,0,4206,800,6,4026,7,0,,,,,3
2026-08-05 12:55:57,0,success,0,4219,800,6,4026,7,0,,,,,3
2026-08-05 12:56:56,0,success,0,4232,800,6,4026,7,0,,,,,3
2026-08-05 12:57:56,0,success,0,4245,800,6,4026,7,0,,,,,3
2026-08-05 12:58:57,0,success,0,4258,800,6,4026,7,0,,,,,3
2026-08-05 12:59:56,0,success,0,4271,800,6,4026,7,0,,,,,3
2026-08-05 13:00:57,0,success,0,4284,800,6,4026,7,0,,,,,3
2026-08-05 13:01:56,0,success,0,4297,800,6,4026,7,0,,,,,3
2026-08-05 13:02:56,0,success,0,4310,800,6,4026,7,0,,,,,3
2026-08-05 13:03:57,0,success,0,4323,800,6,4026,7,0,,,,,3
2026-08-05 13:04:56,0,success,0,4336,800,6,4026,7,0,,,,,3
2026-08-05 13:05:56,0,success,0,4349,800,6,4026,7,0,,,,,3
2026-08-05 13:06:57,0,success,0,4362,800,6,4026,7,0,,,,,3
2026-08-05 13:07:57,0,success,0,4375,800,6,4026,7,0,,,,,3
2026-08-05 13:08:56,0,success,0,4388,800,6,4026,7,0,,,,,3
2026-08-05 13:09:57,0,success,0,4401,800,6,4026,7,0,,,,,3
2026-08-05 13:10:56,0,success,0,4414,800,6,4026,7,0,,,,,3
2026-08-05 13:11:56,0,success,0,4427,800,6,4026,7,0,,,,,3
2026-08-05 13:12:57,0,success,0,4440,800,6,4026,7,0,,,,,3
2026-08-05 13:13:56,0,success,0,4453,800,6,4026,7,0,,,,,3
2026-08-05 13:14:56,0,success,0,4466,800,6,4026,7,0,,,,,3
2026-08-05 13:15:57,0,success,0,4479,800,6,4026,7,0,,,,,3
2026-08-05 13:16:56,0,success,0,4492,800,6,4026,7,0,,,,,3
2026-08-05 13:17:56,0,success,0,4505,800,6,4026,7,0,,,,,3
2026-08-05 13:18:57,0,success,0,4518,800,6,4026,7,0,,,,,3
2026-08-05 13:19:56,0,success,0,4531,800,6,4026,7,0,,,,,3
2026-08-05 13:20:56,0,success,0,4544,800,6,4026,7,0,,,,,3
2026-08-05 13:21:57,0,success,0,4557,800,6,4026,7,0,,,,,3
2026-08-05 13:22:56,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:23:56,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:24:57,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:25:56,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:26:57,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:27:56,0,success,0,4557,0,6,4026,7,0,,,,,4
2026-08-05 13:28:56,0,success,0,4570,800,6,4026,7,0,,,,,3
2026-08-05 13:29:57,0,success,0,4583,800,6,4026,7,0,,,,,3
2026-08-05 13:30:56,0,success,0,4596,800,6,4026,7,0,,,,,3
2026-08-05 13:31:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:32:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:33:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:34:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:35:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:36:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:37:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:38:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:39:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:40:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:41:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:42:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:43:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:44:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:45:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:46:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:47:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:48:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:49:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:50:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:51:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:52:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:53:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:54:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:55:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:56:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:57:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:58:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 13:59:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:00:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:01:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:02:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:03:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:04:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:05:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:06:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:07:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:08:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:09:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:10:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:11:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:12:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:13:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:14:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:15:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:16:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:17:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:18:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:19:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:20:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:21:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:22:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:23:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:24:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:25:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:26:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:27:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:28:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:29:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:30:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:31:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:32:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:33:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:34:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:35:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:36:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:37:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:38:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:39:57,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:40:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:41:56,0,success,0,4596,0,6,4026,7,0,,,,,4
2026-08-05 14:42:57,0,success,0,4596,0,6,4026,7,150,,,,,4
2026-08-05 14:43:56,0,success,0,4596,0,6,4026,7,900,,,,,4
2026-08-05 14:44:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:45:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:46:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:47:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:48:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:49:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:50:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:51:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:52:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:53:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:54:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:55:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:56:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:57:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:58:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 14:59:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:00:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:01:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:02:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:03:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:04:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:05:57,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:06:56,0,success,0,4596,0,6,4026,7,1500,,,,,4
2026-08-05 15:07:57,0,success,0,4596,0,6,4026,7,1575,,,,,4
